status,title,domain,priority_score,source_kind,current_path,planned_fixtures_path,duplicate_of,notes,catalog_domain,catalog_priority
filtered_excluded,sql leetcode guide 2025 complete,sql,40,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/sql_leetcode_guide_2025_complete.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/sql_leetcode_guide_2025_complete.pdf,,catalog_priority=40; not_in_curated_manifest,sql,40
filtered_excluded,sql leetcode guide 2025 print,sql,40,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/sql_leetcode_guide_2025_print.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/sql_leetcode_guide_2025_print.pdf,,catalog_priority=40; not_in_curated_manifest,sql,40
filtered_excluded,sql leetcode guide 2025 reference PRINT,sql,40,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/sql_leetcode_guide_2025_reference_PRINT.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/sql_leetcode_guide_2025_reference_PRINT.pdf,,catalog_priority=40; not_in_curated_manifest,sql,40
filtered_excluded,Learn Haskell by Example 2,functional_programming,35,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Learn_Haskell_by_Example_2.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Learn_Haskell_by_Example_2.pdf,,catalog_priority=35; not_in_curated_manifest,functional_programming,35
filtered_excluded,Learn Haskell by Example v10 MEAP,functional_programming,15,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Learn_Haskell_by_Example_v10_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Learn_Haskell_by_Example_v10_MEAP.pdf,,early_access; catalog_priority=15; not_in_curated_manifest,functional_programming,15
filtered_excluded,Learn Haskell by Example v11 MEAP,functional_programming,15,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Learn_Haskell_by_Example_v11_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Learn_Haskell_by_Example_v11_MEAP.pdf,,early_access; catalog_priority=15; not_in_curated_manifest,functional_programming,15
filtered_excluded,Learn Haskell by Example v12 MEAP,functional_programming,15,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Learn_Haskell_by_Example_v12_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Learn_Haskell_by_Example_v12_MEAP.pdf,,early_access; catalog_priority=15; not_in_curated_manifest,functional_programming,15
filtered_excluded,Learn Haskell by Example v13 MEAP,functional_programming,15,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Learn_Haskell_by_Example_v13_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Learn_Haskell_by_Example_v13_MEAP.pdf,,early_access; catalog_priority=15; not_in_curated_manifest,functional_programming,15
filtered_excluded,sql leetcode guide 2025,sql,15,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/sql_leetcode_guide_2025.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/sql_leetcode_guide_2025.pdf,,catalog_priority=15; not_in_curated_manifest,skip,15
filtered_excluded,dataquest-sql-cheat-sheet,sql,5,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/dataquest-sql-cheat-sheet.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/dataquest-sql-cheat-sheet.pdf,,catalog_priority=5; not_in_curated_manifest,sql,5
filtered_too_specific,Google Cloud Platform in Action,software_engineering,80,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/JJ Geewax - Google Cloud Platform in Action-Manning Publications (2018).pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/JJ Geewax - Google Cloud Platform in Action-Manning Publications (2018).pdf,,catalog_priority=80; not_in_curated_manifest,software_engineering,80
filtered_too_specific,AWS Security,software_engineering,70,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Dylan Shields - AWS Security-Manning Publications (2022).pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Dylan Shields - AWS Security-Manning Publications (2022).pdf,,catalog_priority=70; not_in_curated_manifest,software_engineering,70
filtered_too_specific,Programming with Mathematica®: An Introduction,software_engineering,65,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Paul Wellin - Programming with Mathematica®_ An Introduction-Cambridge University Press (2013).pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Paul Wellin - Programming with Mathematica®_ An Introduction-Cambridge University Press (2013).pdf,,catalog_priority=65; not_in_curated_manifest,software_engineering,65
filtered_too_specific,Essentials of Programming in Mathematica,software_engineering,60,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Paul Wellin - Essentials of Programming in Mathematica-Cambridge University Press (2016).pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Paul Wellin - Essentials of Programming in Mathematica-Cambridge University Press (2016).pdf,,catalog_priority=60; not_in_curated_manifest,software_engineering,60
filtered_too_specific,Andrew S Tanenbaum Nick Feamster David J Wetherall - Computer Networks-Pearson 2021,software_engineering,50,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Andrew S Tanenbaum Nick Feamster David J Wetherall - Computer Networks-Pearson 2021.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Andrew S Tanenbaum Nick Feamster David J Wetherall - Computer Networks-Pearson 2021.pdf,,catalog_priority=50; not_in_curated_manifest,software_engineering,50
filtered_too_specific,Julia 1.0 Programming,software_engineering,50,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/Ivo Balbaert_ Adrian Salceanu - Julia 1.0 Programming Complete Reference Guide_ Discover Julia, a high-performance language for technical computing-Packt Publishing (2019).pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/Ivo Balbaert_ Adrian Salceanu - Julia 1.0 Programming Complete Reference Guide_ Discover Julia, a high-performance language for technical computing-Packt Publishing (2019).pdf",,catalog_priority=50; not_in_curated_manifest,software_engineering,50
filtered_too_specific,Platform Engineering on Kubernetes,software_engineering,50,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Platform_Engineering_on_Kubernetes.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Platform_Engineering_on_Kubernetes.pdf,,catalog_priority=50; not_in_curated_manifest,software_engineering,50
filtered_too_specific,Akka in Action (5),software_engineering,45,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Akka_in_Action (5).pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Akka_in_Action (5).pdf,,catalog_priority=45; not_in_curated_manifest,software_engineering,45
filtered_too_specific,Getting Started with Julia Programming,software_engineering,45,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Ivo Balbaert-Getting started with Julia Programming Language-Packt Publishing - ebooks Account 2015.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Ivo Balbaert-Getting started with Julia Programming Language-Packt Publishing - ebooks Account 2015.pdf,,catalog_priority=45; not_in_curated_manifest,software_engineering,45
filtered_too_specific,Julia as a Second Language (1),software_engineering,45,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Julia_as_a_Second_Language (1).pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Julia_as_a_Second_Language (1).pdf,,catalog_priority=45; not_in_curated_manifest,software_engineering,45
filtered_too_specific,Serverless Architectures on AWS (4),software_engineering,40,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Serverless_Architectures_on_AWS (4).pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Serverless_Architectures_on_AWS (4).pdf,,catalog_priority=40; not_in_curated_manifest,software_engineering,40
filtered_too_specific,"Kubernetes in Action, Second Edition v17 MEAP",software_engineering,35,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/Kubernetes_in_Action,_Second_Edition_v17_MEAP.pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/Kubernetes_in_Action,_Second_Edition_v17_MEAP.pdf",,early_access; catalog_priority=35; not_in_curated_manifest,software_engineering,35
filtered_too_specific,"Kubernetes in Action, Second Edition v18 MEAP",software_engineering,35,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/Kubernetes_in_Action,_Second_Edition_v18_MEAP.pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/Kubernetes_in_Action,_Second_Edition_v18_MEAP.pdf",,early_access; catalog_priority=35; not_in_curated_manifest,software_engineering,35
filtered_too_specific,Sandeep Nagar auth - Beginning Julia Programming: For Engineers and Scientists-Apress 2017,software_engineering,25,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Sandeep Nagar auth - Beginning Julia Programming_ For Engineers and Scientists-Apress 2017.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Sandeep Nagar auth - Beginning Julia Programming_ For Engineers and Scientists-Apress 2017.pdf,,catalog_priority=25; not_in_curated_manifest,software_engineering,25
filtered_too_specific,Mathematical Introduction to Linear Programming and Game Theory (Louis Brickman),software_engineering,15,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Mathematical Introduction to Linear Programming and Game Theory (Louis Brickman).pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Mathematical Introduction to Linear Programming and Game Theory (Louis Brickman).pdf,,catalog_priority=15; not_in_curated_manifest,optimization,15
filtered_too_specific,Designing APIs with Swagger and OpenAPI,software_engineering,5,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Designing_APIs_with_Swagger_and_OpenAPI.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Designing_APIs_with_Swagger_and_OpenAPI.pdf,,catalog_priority=5; not_in_curated_manifest,skip,5
filtered_out_of_scope,Publishing Python Packages,skip,0,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Publishing_Python_Packages.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Publishing_Python_Packages.pdf,,catalog_priority=0; not_in_curated_manifest,skip,0
filtered_out_of_scope,Publishing Python Packages 2,skip,0,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Publishing_Python_Packages_2.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Publishing_Python_Packages_2.pdf,,catalog_priority=0; not_in_curated_manifest,skip,0
filtered_out_of_scope,The Well-Grounded Python Developer,skip,0,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/The_Well-Grounded_Python_Developer.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/The_Well-Grounded_Python_Developer.pdf,,catalog_priority=0; not_in_curated_manifest,skip,0
filtered_curated_out,Grokking Algorithms,sql,70,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Aditya Bhargava - Grokking Algorithms_ An illustrated guide for programmers and other curious people-Manning Publications (2016).pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Aditya Bhargava - Grokking Algorithms_ An illustrated guide for programmers and other curious people-Manning Publications (2016).pdf,,catalog_priority=70; not_in_curated_manifest,sql,70
filtered_curated_out,Symplectic Geometric Algorithms for Hamiltonian Systems,algorithms,70,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/Kang Feng, Mengzhao Qin - Symplectic Geometric Algorithms for Hamiltonian Systems  -Springer (2010).pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/Kang Feng, Mengzhao Qin - Symplectic Geometric Algorithms for Hamiltonian Systems  -Springer (2010).pdf",,catalog_priority=70; not_in_curated_manifest,dynamical_systems,70
filtered_curated_out,Undergraduate Topics in Computer Science Kent D Lee Steve Hubbard - Data Structures and Algorithms with Python-Springer 2015,algorithms,70,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Undergraduate Topics in Computer Science Kent D Lee Steve Hubbard - Data Structures and Algorithms with Python-Springer 2015.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Undergraduate Topics in Computer Science Kent D Lee Steve Hubbard - Data Structures and Algorithms with Python-Springer 2015.pdf,,catalog_priority=70; not_in_curated_manifest,algorithms,70
filtered_curated_out,Ping Jiang - Robust Adaptive Dynamic Programming-Wiley,algorithms,60,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/Hao Yu, Zhong-Ping Jiang - Robust Adaptive Dynamic Programming-Wiley-IEEE Press (2017).pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/Hao Yu, Zhong-Ping Jiang - Robust Adaptive Dynamic Programming-Wiley-IEEE Press (2017).pdf",,catalog_priority=60; not_in_curated_manifest,algorithms,60
filtered_curated_out,Evolutionary Optimization Algorithms,algorithms,55,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Dan Simon - Evolutionary Optimization Algorithms-Wiley (2013).pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Dan Simon - Evolutionary Optimization Algorithms-Wiley (2013).pdf,,catalog_priority=55; not_in_curated_manifest,optimization,55
filtered_curated_out,"Genetic Algorithms in Search, Optimization, and Machine Learning-Addison",algorithms,55,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/David E. Goldberg - Genetic Algorithms in Search, Optimization, and Machine Learning-Addison-Wesley Professional (1989).pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/David E. Goldberg - Genetic Algorithms in Search, Optimization, and Machine Learning-Addison-Wesley Professional (1989).pdf",,catalog_priority=55; not_in_curated_manifest,machine_learning,55
filtered_curated_out,Introduction to Languages and the Theory of Computation,algorithms,55,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Introduction to Languages and the Theory of Computation.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Introduction to Languages and the Theory of Computation.pdf,,catalog_priority=55; not_in_curated_manifest,algorithms,55
filtered_curated_out,Practical Discrete Mathematics: Discover math principles that fuel algorithms for computer science and machine learning with Python,algorithms,55,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/Ryan T. White, Archana Tikayat Ray - Practical Discrete Mathematics_ Discover math principles that fuel algorithms for computer science and machine learning with Python-Packt Publishing (2021).pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/Ryan T. White, Archana Tikayat Ray - Practical Discrete Mathematics_ Discover math principles that fuel algorithms for computer science and machine learning with Python-Packt Publishing (2021).pdf",,catalog_priority=55; not_in_curated_manifest,mathematics,55
filtered_curated_out,978-1-4757-2183-6 Book PrintPDF.pdf,algorithms,50,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/Ideals,  Varieties,  and Algorithms (David Cox John Little Donal O?Shea).pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/Ideals,  Varieties,  and Algorithms (David Cox John Little Donal O?Shea).pdf",,catalog_priority=50; not_in_curated_manifest,algebra,50
filtered_curated_out,"Absolute C++ 5th ed. - W. Savitch, et. al., (Pearson, 2013) BBS",software_engineering,50,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/Absolute C++ 5th ed. - W. Savitch, et. al., (Pearson, 2013) BBS.pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/Absolute C++ 5th ed. - W. Savitch, et. al., (Pearson, 2013) BBS.pdf",,catalog_priority=50; not_in_curated_manifest,software_engineering,50
filtered_curated_out,Absolute C++ 6th Edition Global Edition,software_engineering,50,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/Savitch, Walter J_Mock, Kenrick - Absolute C++-Pearson (2015_2016).pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/Savitch, Walter J_Mock, Kenrick - Absolute C++-Pearson (2015_2016).pdf",,catalog_priority=50; not_in_curated_manifest,software_engineering,50
filtered_curated_out,Dynamic programming and optimal control. Vol.1,algorithms,50,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Dimitri P. Bertsekas - Dynamic programming and optimal control. Vol.1-Athena Scientific (2005).pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Dimitri P. Bertsekas - Dynamic programming and optimal control. Vol.1-Athena Scientific (2005).pdf,,catalog_priority=50; not_in_curated_manifest,optimization,50
filtered_curated_out,Learn You a Haskell for Great Good!,functional_programming,50,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/Lipovača, Miran - Learn you a Haskell for great good!_ a beginner's guide-No Starch Press (2011_2012).pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/Lipovača, Miran - Learn you a Haskell for great good!_ a beginner's guide-No Starch Press (2011_2012).pdf",,catalog_priority=50; not_in_curated_manifest,functional_programming,50
filtered_curated_out,Optimization Algorithms,algorithms,50,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Optimization_Algorithms.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Optimization_Algorithms.pdf,,catalog_priority=50; not_in_curated_manifest,optimization,50
filtered_curated_out,Scala for the Impatient,functional_programming,50,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Cay S Horstmann - Scala for the Impatient-Addison-Wesley 2016.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Cay S Horstmann - Scala for the Impatient-Addison-Wesley 2016.pdf,,catalog_priority=50; not_in_curated_manifest,functional_programming,50
filtered_curated_out,compressed (Springer Theses) Vincent Traag (auth.) - Algorithms and Dynamical Models for Communities and Reputation in Social Networks-Springer International Publishing,algorithms,50,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/compressed_(Springer Theses) Vincent Traag (auth.) - Algorithms and Dynamical Models for Communities and Reputation in Social Networks-Springer International Publishing (2014).pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/compressed_(Springer Theses) Vincent Traag (auth.) - Algorithms and Dynamical Models for Communities and Reputation in Social Networks-Springer International Publishing (2014).pdf,,catalog_priority=50; not_in_curated_manifest,mathematics,50
filtered_curated_out,2017 Book FoundationsOfProgrammingLangua,functional_programming,45,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/2017_Book_FoundationsOfProgrammingLangua.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/2017_Book_FoundationsOfProgrammingLangua.pdf,,catalog_priority=45; not_in_curated_manifest,functional_programming,45
filtered_curated_out,"Algorithms Illuminated (Part 2): Graph Algorithms and Data Structures-Soundlikeyourself Publishing, LLC",algorithms,45,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/Tim Roughgarden - Algorithms Illuminated (Part 2)_ Graph Algorithms and Data Structures-Soundlikeyourself Publishing, LLC (2018).pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/Tim Roughgarden - Algorithms Illuminated (Part 2)_ Graph Algorithms and Data Structures-Soundlikeyourself Publishing, LLC (2018).pdf",,catalog_priority=45; not_in_curated_manifest,algorithms,45
filtered_curated_out,"Derong Liu, Qinglai Wei, Ding Wang, Xiong Yang, Hongliang Li (auth.) - Adaptive Dynamic Programming with Applications in Optimal Control-Springer International Publish",algorithms,45,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/(Advances in Industrial Control) Derong Liu, Qinglai Wei, Ding Wang, Xiong Yang, Hongliang Li (auth.) - Adaptive Dynamic Programming with Applications in Optimal Control-Springer International Publish.pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/(Advances in Industrial Control) Derong Liu, Qinglai Wei, Ding Wang, Xiong Yang, Hongliang Li (auth.) - Adaptive Dynamic Programming with Applications in Optimal Control-Springer International Publish.pdf",,catalog_priority=45; not_in_curated_manifest,algorithms,45
filtered_curated_out,Elements of Causal Inference,algorithms,45,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Adaptive Computation and Machine Learning series Jonas Peters Dominik Janzing Bernhard SchÃlkopf - Elements of Causal Inference_ Foundations and Learning Algorithms-The MIT Press 2017.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Adaptive Computation and Machine Learning series Jonas Peters Dominik Janzing Bernhard SchÃlkopf - Elements of Causal Inference_ Foundations and Learning Algorithms-The MIT Press 2017.pdf,,catalog_priority=45; not_in_curated_manifest,causal_inference,45
filtered_curated_out,Evaluating Learning Algorithms: A Classification Perspective,algorithms,45,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/Nathalie Japkowicz, Mohak Shah - Evaluating Learning Algorithms_ A Classification Perspective-Cambridge University Press (2011).pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/Nathalie Japkowicz, Mohak Shah - Evaluating Learning Algorithms_ A Classification Perspective-Cambridge University Press (2011).pdf",,catalog_priority=45; not_in_curated_manifest,machine_learning,45
filtered_curated_out,Investing for Programmers,software_engineering,45,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Investing_for_Programmers.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Investing_for_Programmers.pdf,,catalog_priority=45; not_in_curated_manifest,finance,45
filtered_curated_out,Schaum's Outline of Programming with C-McGraw,software_engineering,45,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/John Hubbard - Schaum's Outline of Programming with C-McGraw-Hill (2000).pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/John Hubbard - Schaum's Outline of Programming with C-McGraw-Hill (2000).pdf,,catalog_priority=45; not_in_curated_manifest,software_engineering,45
filtered_curated_out,The Creative Programmer,software_engineering,45,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/The_Creative_Programmer.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/The_Creative_Programmer.pdf,,catalog_priority=45; not_in_curated_manifest,software_engineering,45
filtered_curated_out,Tim Roughgarden - Algorithms Illuminated: Part 1: The Basics-Soundlikeyourself Publ 2017,algorithms,45,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Tim Roughgarden - Algorithms Illuminated_ Part 1_ The Basics-Soundlikeyourself Publ 2017.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Tim Roughgarden - Algorithms Illuminated_ Part 1_ The Basics-Soundlikeyourself Publ 2017.pdf,,catalog_priority=45; not_in_curated_manifest,algorithms,45
filtered_curated_out,"Absolute Java 5th ed. - W. Savitch, K. Mock (Pearson, 2013) BBS",software_engineering,40,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/Absolute Java 5th ed. - W. Savitch, K. Mock (Pearson, 2013) BBS.pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/Absolute Java 5th ed. - W. Savitch, K. Mock (Pearson, 2013) BBS.pdf",,catalog_priority=40; not_in_curated_manifest,software_engineering,40
filtered_curated_out,Advanced Algorithms and Data Structures (5),algorithms,40,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Advanced_Algorithms_and_Data_Structures (5).pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Advanced_Algorithms_and_Data_Structures (5).pdf,,catalog_priority=40; not_in_curated_manifest,algorithms,40
filtered_curated_out,Algorithms for Optimization,algorithms,40,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/Mykel J. Kochenderfer, Tim A. Wheeler - Algorithms for Optimization-The MIT Press (2019).pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/Mykel J. Kochenderfer, Tim A. Wheeler - Algorithms for Optimization-The MIT Press (2019).pdf",,catalog_priority=40; not_in_curated_manifest,machine_learning,40
filtered_curated_out,C++ Primer Plus,software_engineering,40,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/Prata S. - C++ Primer Plus, 6th Edition - 2011.pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/Prata S. - C++ Primer Plus, 6th Edition - 2011.pdf",,catalog_priority=40; not_in_curated_manifest,software_engineering,40
filtered_curated_out,Design for Developers,software_engineering,40,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Design_for_Developers.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Design_for_Developers.pdf,,catalog_priority=40; not_in_curated_manifest,software_engineering,40
filtered_curated_out,Get Programming with Haskell (5),functional_programming,40,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Get_Programming_with_Haskell (5).pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Get_Programming_with_Haskell (5).pdf,,catalog_priority=40; not_in_curated_manifest,functional_programming,40
filtered_curated_out,Git Pocket Guide,software_engineering,40,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Richard E. Silverman - Git Pocket Guide_ A Working Introduction-O’Reilly Media (2013).pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Richard E. Silverman - Git Pocket Guide_ A Working Introduction-O’Reilly Media (2013).pdf,,catalog_priority=40; not_in_curated_manifest,software_engineering,40
filtered_curated_out,Graph Algorithms for Data Science,algorithms,40,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Graph_Algorithms_for_Data_Science.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Graph_Algorithms_for_Data_Science.pdf,,catalog_priority=40; not_in_curated_manifest,algorithms,40
filtered_curated_out,Hands-On Genetic Algorithms with Python: Applying genetic algorithms to solve real-world deep learning and artificial intelligence problems,algorithms,40,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Eyal Wirsansky - Hands-On Genetic Algorithms with Python_ Applying genetic algorithms to solve real-world deep learning and artificial intelligence problems-Packt Publishing (2020).pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Eyal Wirsansky - Hands-On Genetic Algorithms with Python_ Applying genetic algorithms to solve real-world deep learning and artificial intelligence problems-Packt Publishing (2020).pdf,,catalog_priority=40; not_in_curated_manifest,deep_learning,40
filtered_curated_out,Introduction to College Mathematics with A Programming Language (Edward J. LeCuyer Jr.),software_engineering,40,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Introduction to College Mathematics with A Programming Language (Edward J. LeCuyer Jr.).pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Introduction to College Mathematics with A Programming Language (Edward J. LeCuyer Jr.).pdf,,catalog_priority=40; not_in_curated_manifest,software_engineering,40
filtered_curated_out,"Python Programming: An Introduction to Computer Science, 3rd Edition",software_engineering,40,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/John M Zelle - Python Programming_ An Introduction to Computer Science-Franklin Beedle Associates 2016.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/John M Zelle - Python Programming_ An Introduction to Computer Science-Franklin Beedle Associates 2016.pdf,,catalog_priority=40; not_in_curated_manifest,software_engineering,40
filtered_curated_out,The Design of Web APIs,software_engineering,40,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/[1] Arnaud Lauret - The Design of Web APIs (0) - libgen.lc.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/[1] Arnaud Lauret - The Design of Web APIs (0) - libgen.lc.pdf,,catalog_priority=40; not_in_curated_manifest,software_engineering,40
filtered_curated_out,The Fourth Paradigm: Data-Intensive Scientific Discovery,algorithms,40,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/Tony Hey, Stewart Tansley, Kristin Tolle - The Fourth Paradigm_ Data-Intensive Scientific Discovery-Microsoft Research (2009).pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/Tony Hey, Stewart Tansley, Kristin Tolle - The Fourth Paradigm_ Data-Intensive Scientific Discovery-Microsoft Research (2009).pdf",,catalog_priority=40; not_in_curated_manifest,algorithms,40
filtered_curated_out,Algorithms and Data Structures for Massi,algorithms,35,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Algorithms_and_Data_Structures_for_Massi.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Algorithms_and_Data_Structures_for_Massi.pdf,,catalog_priority=35; not_in_curated_manifest,algorithms,35
